3.73524786,3.7360336,3.74419026,3.75642346,3.75945187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.7348872,3.73450798,3.74093362,3.75252722,3.76274548,3.75054644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73458939,3.73324361,3.73812779,3.7484303,3.7606208,3.76454825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73433942,3.73218163,3.7357185,3.74457509,3.75674732,3.76672139,3.76022551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.7341267,3.73127869,3.733643,3.74108433,3.75243535,3.76448629,3.76956184,3.74897754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73394352,3.73050254,3.73184478,3.73796845,3.74819079,3.76057529,3.77058739,3.76839405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73378415,3.72982885,3.73027655,3.7351993,3.74420606,3.75611086,3.76806574,3.77432741,3.76296019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73364426,3.72923899,3.72889982,3.73273788,3.7405426,3.75159029,3.76402461,3.77422075,3.77537444,3.75346749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73352048,3.72871851,3.72768341,3.73054489,3.73720582,3.7472376,3.75940688,3.77130827,3.77867944,3.7736945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.7334102,3.72825603,3.72660215,3.72858449,3.73417776,3.74314679,3.75465969,3.76705836,3.77755152,3.78130216,3.76954271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73331132,3.7278425,3.72563556,3.72682535,3.73143178,3.73934908,3.75001223,3.76224358,3.77414441,3.78255885,3.78215102,3.76335518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73322218,3.72747064,3.72476696,3.72524059,3.72893932,3.73584642,3.74557488,3.75728571,3.76962542,3.78043365,3.78628614,3.7814198,3.75564991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.7331414,3.72713452,3.72398262,3.72380732,3.72667289,3.73262574,3.7413974,3.75238444,3.76460406,3.77653375,3.7858204,3.78880734,3.7794113,3.74709046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73306787,3.72682928,3.72327117,3.72250613,3.72460729,3.72966481,3.73749729,3.74765356,3.75941914,3.77169843,3.78282325,3.79029919,3.79028325,3.77649455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73300064,3.72655089,3.72262316,3.72132055,3.72271994,3.72694183,3.73386639,3.74315021,3.75426904,3.76642217,3.77840202,3.78843618,3.79393965,3.79093301,3.77310516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73293895,3.72629599,3.72203065,3.72023655,3.72099092,3.72443515,3.73049315,3.73889866,3.74926603,3.7610025,3.77321506,3.78462201,3.79338155,3.79686367,3.79103191,3.76963463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73288214,3.72606175,3.72148697,3.71924217,3.71940276,3.72212426,3.72736167,3.73490439,3.74447688,3.75562421,3.76767592,3.77968252,3.7903247,3.79771677,3.79922527,3.79082701,3.76640412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73282965,3.72584577,3.72098641,3.71832719,3.71794017,3.71999026,3.72445441,3.73116431,3.73992135,3.7503763,3.76202636,3.77415117,3.78576149,3.79552101,3.80153122,3.80119328,3.79055598,3.763721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73278101,3.72564602,3.72052415,3.71748278,3.71658981,3.71801599,3.72175366,3.72766828,3.73561049,3.74531789,3.75640944,3.76833687,3.7803458,3.7914297,3.80025319,3.8049322,3.80293688,3.79044083,3.76183589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73273582,3.72546073,3.72009603,3.71670137,3.71534,3.71618603,3.71924231,3.72439942,3.73154427,3.74048041,3.75091834,3.76243775,3.77446027,3.78621435,3.79669498,3.80458316,3.8080333,3.80461426,3.7906687,3.76093534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.73269371,3.72528842,3.71969844,3.71597638,3.71418052,3.71448658,3.71690432,3.72134295,3.72771611,3.73587791,3.74560851,3.75658424,3.76835778,3.78033438,3.79173978,3.8015856,3.80858288,3.81094665,3.80636419,3.79138617,3.76113912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
