4.00222732,3.97910989,3.95576728,3.93219445,3.90838614,3.88433684,3.8600408,3.83549197,3.81068405,3.78561038,3.76026402,3.73463762,3.7087235,3.68251352,3.65599913,3.62917128,3.60202041,3.5745364,3.54670854,3.51852542,3.48997495,3.46104424,3.43171954,3.40198617,3.37182841,3.34122943,3.31017111,3.27863398,3.24659701,3.21403747,3.18093069,3.1472499,3.11296588,3.0780467,3.04245734,3.00615927,2.96910992,2.93126209,2.89256323,2.85295458,2.81237006
4.14191356,4.11935211,4.09656734,4.07355411,4.05030707,4.02682061,4.00308884,3.97910562,3.95486447,3.93035863,3.90558097,3.88052398,3.85517977,3.82954002,3.80359595,3.77733827,3.75075715,3.72384221,3.69658241,3.66896604,3.64098062,3.61261289,3.58384868,3.55467286,3.52506921,3.49502038,3.46450767,3.43351098,3.40200861,3.3699771,3.33739101,3.30422269,3.27044201,3.23601606,3.20090874,3.16508035,3.12848711,3.09108048,3.05280651,3.01360493,2.97340811
4.26789399,4.24574344,4.22336925,4.20076616,4.1779287,4.15485111,4.13152736,4.10795116,4.08411586,4.06001451,4.03563981,4.01098404,3.98603911,3.96079645,3.93524706,3.90938138,3.88318932,3.8566602,3.82978266,3.80254467,3.7749334,3.7469352,3.71853552,3.68971878,3.66046832,3.63076629,3.60059349,3.56992926,3.53875131,3.50703556,3.47475589,3.44188397,3.40838891,3.374237,3.3393913,3.30381125,3.26745212,3.23026443,3.19219322,3.15317723,3.11314778
4.38290452,4.361068,4.33900646,4.31671453,4.29418658,4.27141673,4.2483988,4.22512634,4.20159256,4.17779032,4.15371214,4.12935011,4.10469594,4.07974086,4.05447563,4.02889045,4.00297501,3.97671833,3.9501088,3.92313408,3.89578104,3.8680357,3.83988316,3.81130748,3.78229163,3.75281733,3.72286496,3.69241341,3.66143994,3.62991994,3.5978268,3.56513162,3.53180295,3.4978065,3.46310471,3.42765638,3.39141617,3.35433393,3.31635409,3.27741473,3.23744663
4.48890635,4.46731671,4.44550016,4.42345123,4.40116416,4.37863295,4.35585128,4.33281255,4.30950983,4.28593583,4.26208289,4.23794296,4.21350755,4.18876771,4.163714,4.13833643,4.11262444,4.08656686,4.06015183,4.03336677,4.00619827,3.9786321,3.95065307,3.92224494,3.89339036,3.86407073,3.83426611,3.80395502,3.77311435,3.74171913,3.70974234,3.67715468,3.64392431,3.61001648,3.57539325,3.540013,3.50382995,3.46679359,3.42884798,3.38993092,3.34997293
4.58735769,4.56596701,4.54434736,4.52249313,4.50039847,4.47805725,4.45546304,4.43260913,4.40948844,4.38609355,4.36241666,4.33844958,4.31418366,4.28960979,4.26471835,4.23949921,4.21394161,4.18803418,4.16176489,4.13512092,4.10808869,4.08065373,4.0528006,4.02451286,3.9957729,3.96656187,3.93685956,3.90664423,3.8758925,3.8445791,3.81267676,3.78015588,3.74698433,3.71312711,3.678546,3.64319913,3.6070405,3.57001943,3.53207984,3.49315945,3.45318885
4.67937503,4.65814839,4.63669065,4.61499613,4.59305887,4.57087264,4.54843093,4.52572688,4.50275333,4.47950273,4.45596718,4.43213834,4.40800744,4.38356524,4.35880199,4.33370739,4.30827055,4.28247995,4.25632337,4.22978787,4.20285967,4.17552413,4.14776564,4.11956757,4.09091212,4.06178025,4.03215156,4.00200412,3.97131433,3.94005677,3.90820393,3.87572607,3.84259086,3.80876315,3.77420458,3.73887317,3.70272287,3.66570296,3.6277574,3.58882408,3.5488338
4.76583406,4.74474555,4.72342388,4.70186328,4.68005772,4.65800089,4.63568616,4.61310662,4.59025498,4.56712362,4.54370452,4.51998924,4.4959689,4.47163416,4.44697514,4.42198144,4.39664204,4.3709453,4.34487887,4.31842968,4.29158381,4.2643265,4.23664201,4.20851354,4.17992318,4.15085175,4.1212787,4.09118197,4.06053784,4.02932076,3.99750311,3.96505504,3.93194415,3.89813522,3.86358986,3.82826611,3.79211795,3.75509478,3.71714076,3.67819405,3.6381859
4.84743551,4.82646568,4.80526074,4.78381484,4.76212189,4.7401755,4.71796898,4.69549532,4.67274717,4.64971682,4.62639616,4.60277668,4.5788494,4.55460489,4.5300332,4.5051238,4.4798656,4.45424685,4.42825511,4.40187721,4.37509913,4.347906,4.32028199,4.29221021,4.26367264,4.23465001,4.20512168,4.17506552,4.14445772,4.11327268,4.08148273,4.04905799,4.01596604,3.9821717,3.94763662,3.91231894,3.87617279,3.8391478,3.80118845,3.7622333,3.72221415
4.92474975,4.90388387,4.88278106,4.86143543,4.8398408,4.81799073,4.79587847,4.77349694,4.75083874,4.72789608,4.7046608,4.68112429,4.65727753,4.633111,4.60861467,4.58377797,4.5585897,4.53303806,4.50711054,4.48079387,4.45407398,4.42693593,4.39936382,4.37134068,4.34284845,4.31386781,4.28437806,4.25435703,4.2237809,4.19262405,4.16085881,4.12845534,4.09538127,4.06160151,4.02707783,3.99176855,3.95562804,3.91860625,3.88064804,3.84169251,3.80167211
4.99824788,4.97747474,4.956463,4.93520671,4.91369966,4.89193536,4.869907,4.84760745,4.82502925,4.80216456,4.77900517,4.75554242,4.73176722,4.70767001,4.6832407,4.65846866,4.63334265,4.6078508,4.58198055,4.5557186,4.52905082,4.50196222,4.47443686,4.44645775,4.4180068,4.38906465,4.35961061,4.32962251,4.29907655,4.26794711,4.23620662,4.20382528,4.17077085,4.13700836,4.1024998,4.06720371,4.03107478,3.99406334,3.95611473,3.91716866,3.87715833
5.06832394,5.04763499,5.02670592,5.00553075,4.98410322,4.9624168,4.94046465,4.91823959,4.89573412,4.87294037,4.84985006,4.82645451,4.80274459,4.77871069,4.75434269,4.7296299,4.70456107,4.67912429,4.65330696,4.62709574,4.6004765,4.57343422,4.54595294,4.51801566,4.4896043,4.4606995,4.43128059,4.40132544,4.3708103,4.33970962,4.30799591,4.27563951,4.24260833,4.20886758,4.1743795,4.13910293,4.10299292,4.06600024,4.02807079,3.98914495,3.94915674
5.13531122,5.11469994,5.0938472,5.07274695,5.05139293,5.02977856,5.00789696,4.98574095,4.96330296,4.94057511,4.91754909,4.89421619,4.87056725,4.84659263,4.82228218,4.7976252,4.7726104,4.74722587,4.72145898,4.69529639,4.66872396,4.64172666,4.61428855,4.58639265,4.55802087,4.52915392,4.49977117,4.46985055,4.43936837,4.40829922,4.37661572,4.34428835,4.31128524,4.27757183,4.24311062,4.20786081,4.17177787,4.13481305,4.09691288,4.05801844,4.01806466
5.19949439,5.17895587,5.15817467,5.13714475,5.11585979,5.09431319,5.07249807,5.0504072,5.02803301,5.00536758,4.98240259,4.9591293,4.93553855,4.91162066,4.88736549,4.86276232,4.83779986,4.81246617,4.78674865,4.76063395,4.73410794,4.70715561,4.67976105,4.6519073,4.62357634,4.59474892,4.56540447,4.53552103,4.50507501,4.47404112,4.44239215,4.41009877,4.37712932,4.34344952,4.30902219,4.27380692,4.23775961,4.20083208,4.16297149,4.12411971,4.08421258
5.26111871,5.24064928,5.21993611,5.19897313,5.17775401,5.15627216,5.13452064,5.11249222,5.09017933,5.06757402,5.04466797,5.02145243,4.99791822,4.97405567,4.94985463,4.92530438,4.90039362,4.87511045,4.84944226,4.82337574,4.79689675,4.76999036,4.74264065,4.71483076,4.6865427,4.65775731,4.62845412,4.59861125,4.56820527,4.53721104,4.50560152,4.47334761,4.44041789,4.40677839,4.37239229,4.33721956,4.30121663,4.26433588,4.22652515,4.18772713,4.14787862
5.32039718,5.29999415,5.27934645,5.25844801,5.2372925,5.21587329,5.19418345,5.17221575,5.1499626,5.12741604,5.10456775,5.08140899,5.05793057,5.03412283,5.00997561,4.98547823,4.96061939,4.93538721,4.9097691,4.88375178,4.85732118,4.83046237,4.80315953,4.77539583,4.74715338,4.71841311,4.68915467,4.6593563,4.62899471,4.59804495,4.56648018,4.53427154,4.50138789,4.46779559,4.43345818,4.3983361,4.36238627,4.3255617,4.28781094,4.24907751,4.20929922
5.37751603,5.35717749,5.3365935,5.31575798,5.29466459,5.2733067,5.25167739,5.2297694,5.20757514,5.18508669,5.1622957,5.13919345,5.11577074,5.09201795,5.06792493,5.043481,5.0186749,4.99349478,4.9679281,4.94196159,4.91558125,4.88877222,4.86151873,4.83380404,4.80561036,4.77691872,4.74770888,4.71795926,4.68764673,4.65674651,4.62523201,4.59307462,4.5602435,4.52670534,4.49242412,4.45736071,4.4214726,4.38471342,4.34703245,4.3083741,4.26867717
