3.8912738,3.87061453,3.8497744,3.82875001,3.80753782,3.78613417,3.76453525,3.74273708,3.72073555,3.69852634,3.67610499,3.65346681,3.63060694,3.60752028,3.5842015,3.56064504,3.53684507,3.51279546,3.48848981,3.46392139,3.4390831,3.41396751,3.38856677,3.36287259,3.33687624,3.31056846,3.28393949,3.25697893,3.22967578,3.20201831,3.17399406,3.1455897,3.11679102,3.08758277,3.05794861,3.02787098,2.99733092,2.966308,2.93478008,2.90272313,2.87011098
4.02747663,4.00741406,3.98717452,3.96675461,3.9461508,3.92535941,3.90437664,3.8831985,3.86182086,3.84023939,3.81844961,3.79644682,3.7742261,3.75178232,3.72911013,3.70620388,3.68305771,3.65966542,3.63602052,3.6121162,3.58794527,3.56350018,3.53877296,3.51375519,3.48843797,3.46281191,3.43686703,3.41059274,3.3839778,3.35701025,3.32967734,3.30196545,3.27386002,3.24534546,3.21640502,3.1870207,3.15717308,3.1268412,3.09600235,3.06463189,3.032703
4.15035364,4.13074008,4.11095097,4.09098286,4.07083218,4.05049519,4.02996802,4.00924664,3.98832683,3.9672042,3.94587417,3.92433197,3.90257258,3.88059079,3.85838111,3.83593781,3.81325488,3.79032601,3.76714455,3.74370355,3.71999567,3.69601316,3.67174788,3.6471912,3.62233403,3.59716673,3.57167908,3.54586023,3.51969866,3.49318212,3.46629752,3.43903091,3.41136737,3.38329091,3.35478436,3.32582928,3.29640579,3.2664924,3.23606589,3.20510104,3.17357043
4.26256516,4.24330111,4.22386163,4.20424322,4.18444222,4.16445483,4.14427711,4.12390493,4.10333401,4.08255985,4.06157779,4.04038294,4.0189702,3.99733422,3.97546941,3.95336991,3.93102958,3.90844195,3.88560026,3.86249737,3.83912577,3.81547757,3.79154441,3.76731749,3.7427875,3.71794457,3.69277826,3.66727749,3.64143047,3.61522466,3.58864671,3.56168236,3.53431636,3.50653239,3.47831294,3.44963918,3.42049085,3.39084605,3.36068115,3.32997047,3.29868616
4.36601835,4.34703415,4.32787394,4.30853416,4.28901109,4.26930085,4.24939941,4.22930258,4.20900598,4.18850503,4.16779496,4.14687081,4.12572735,4.10435913,4.08276046,4.06092535,4.03884753,4.01652042,3.9939371,3.97109029,3.94797236,3.92457522,3.90089037,3.87690884,3.85262112,3.82801717,3.80308634,3.77781734,3.75219816,3.72621606,3.69985742,3.67310775,3.64595155,3.61837222,3.59035197,3.56187169,3.53291083,3.50344719,3.47345682,3.44291374,3.41178978
4.46213135,4.44337673,4.42444518,4.40533306,4.38603658,4.36655181,4.34687463,4.32700078,4.3069258,4.28664503,4.26615363,4.24544651,4.22451838,4.2033637,4.18197665,4.16035116,4.13848083,4.11635898,4.09397856,4.07133219,4.04841208,4.02521002,4.00171738,3.97792502,3.9538233,3.92940202,3.90465036,3.87955687,3.85410937,3.82829492,3.80209973,3.77550911,3.74850736,3.72107769,3.69320211,3.66486129,3.63603447,3.60669925,3.57683146,3.54640494,3.51539129
4.55198997,4.53342783,4.51468765,4.49576575,4.47665826,4.4573612,4.43787038,4.41818147,4.39828995,4.37819107,4.35787993,4.33735137,4.3166,4.29562019,4.27440606,4.25295142,4.23124981,4.20929443,4.18707814,4.16459344,4.14183244,4.11878684,4.09544787,4.07180628,4.04785231,4.02357564,3.99896531,3.97400974,3.94869662,3.92301286,3.89694456,3.87047686,3.84359393,3.81627882,3.78851342,3.76027825,3.73155241,3.70231338,3.67253686,3.64219658,3.61126406
4.63644586,4.61804829,4.59947152,4.58071181,4.56176525,4.54262778,4.52329519,4.50376307,4.48402682,4.46408168,4.44392264,4.42354448,4.40294175,4.38210876,4.36103954,4.33972783,4.31816708,4.29635043,4.27427064,4.25192015,4.22929096,4.20637468,4.18316246,4.15964496,4.13581232,4.1116541,4.08715928,4.06231617,4.03711234,4.01153463,3.98556901,3.95920055,3.9324133,3.90519024,3.87751314,3.84936247,3.82071724,3.79155486,3.761851,3.73157934,3.7007114
4.71618053,4.69792623,4.67949157,4.66087277,4.64206588,4.62306679,4.60387123,4.58447475,4.5648727,4.54506026,4.52503237,4.50478375,4.48430891,4.46360207,4.44265722,4.42146804,4.40002791,4.37832989,4.35636671,4.33413071,4.31161384,4.28880764,4.26570318,4.24229105,4.21856132,4.1945035,4.17010646,4.14535847,4.12024702,4.09475888,4.06887996,4.04259527,4.0158888,3.98874348,3.96114104,3.93306191,3.90448508,3.87538797,3.84574623,3.8155336,3.78472165
4.79174868,4.77362121,4.75531227,4.73681805,4.71813455,4.69925763,4.68018298,4.66090609,4.64142229,4.6217267,4.60181422,4.58167953,4.56131707,4.54072105,4.51988538,4.4988037,4.47746934,4.45587532,4.4340143,4.41187858,4.38946006,4.36675022,4.34374008,4.32042019,4.29678055,4.27281063,4.24849927,4.22383466,4.19880428,4.17339485,4.14759223,4.12138141,4.09474638,4.06767003,4.04013409,4.01211901,3.98360379,3.9545659,3.92498105,3.89482306,3.86406363
